Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5jmW454u8igkIgEVgvfSOE,"Pacha Elai","Love Today (Original Motion Picture Soundtrack)","Yuvan Shankar Raja,Mathichiyam Bala",2022-11-07,210857,44,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-11-28T15:02:44Z,"tamil pop,kollywood,tamil dance,tamil hip hop","Sony Music Entertainment India Pvt. Ltd.",0.64,0.715,11,-10.911,0,0.343,0.473,0.000242,0.313,0.426,96.991,3
spotify:track:564TO0pifHnkdekrTmMI89,"Deva Deva (From Brahmastra (Tamil))","Deva Deva [From Brahmastra (Tamil)]","Pritam,Sid Sriram,Arijit Singh,Jonita Gandhi",2022-08-10,276964,36,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-11-28T15:16:12Z,"bollywood,hindi pop,desi,tollywood,telugu pop,tamil pop,kollywood,bangla pop,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.56,0.728,0,-7.151,1,0.0445,0.653,0.00662,0.104,0.393,112.045,4
spotify:track:6DLTeqoxqVCUfoXkmF94JF,"Uchimalai Kaathavaraayan","Uchimalai Kaathavaraayan","Anivee,Jassie Gift",2022-11-21,197291,26,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-12-23T15:13:22Z,"tamil indie,kollywood,tamil pop,malayalam pop,tamil dance,mollywood,telugu pop,tollywood","Saregama",0.636,0.859,1,-5.547,1,0.471,0.288,0.00000302,0.13,0.56,107.688,3
spotify:track:4JO0JV8cZ4JnB777tmNKh9,"Pacha Elai (From Love Today)","Pacha Elai (From Love Today)","Yuvan Shankar Raja,Mathichiyam Bala",2022-10-17,210857,51,false,kavfd5l8a0zs4wrkp4zrckcv9,2022-12-24T05:48:47Z,"tamil pop,kollywood,tamil dance,tamil hip hop","Sony Music Entertainment India Pvt. Ltd.",0.664,0.716,11,-10.904,0,0.33,0.469,0.000228,0.313,0.413,139.632,4
spotify:track:6TK7jseRCrogw9IzQYkw2h,"Thee Thalapathy (From Varisu)","Thee Thalapathy (From Varisu)","Silambarasan TR,Thaman S",2022-12-04,258000,63,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:12:05Z,"tamil dance,tamil pop,kollywood,tamil hip hop,tollywood,telugu pop,kannada pop","T-Series",0.674,0.907,10,-5.078,0,0.122,0.567,0,0.259,0.828,130.011,4
spotify:track:7H7ktpLPBvpJ0A2pwUy4hB,"","","",0000,0,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:12:12Z,"","",0.609,0.865,7,-6.335,1,0.277,0.00538,0,0.309,0.514,161.848,4
spotify:track:7fRIo7WyDxXn3r233GCcdL,"Jimikki Ponnu","Varisu","Thaman S,Anirudh Ravichander,Jonita Gandhi",2022-12-24,224095,66,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:12:19Z,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,kannada pop,tamil hip hop,bollywood,hindi pop,desi","T-Series",0.751,0.826,5,-7.805,0,0.205,0.588,0.0125,0.104,0.848,176.063,4
spotify:track:1LbBOhicFmu7ktJqIHCELt,"Ranjithame (From Varisu)","Ranjithame (From Varisu)","Thalapathy Vijay,M.M.Manasi,Thaman S",2022-11-05,287080,66,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:12:38Z,"tamil dance,tamil pop,kollywood,tollywood,telugu pop,kannada pop","T-Series",0.545,0.98,9,-6.464,1,0.129,0.666,0.00709,0.0788,0.658,124.96,4
spotify:track:1DmCs9mXUP9wnaTQcsT5aH,"","","",0000,0,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:12:45Z,"","",0.747,0.841,11,-5.981,0,0.107,0.0377,0.00000316,0.163,0.332,95.033,4
spotify:track:4FOCZFqxIS1Xc5JWla5VNj,"Ennai Vittu","Love Today (Original Motion Picture Soundtrack)","Yuvan Shankar Raja,Sid Sriram",2022-11-07,244669,50,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:13:13Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.603,0.381,0,-12.111,0,0.0583,0.333,0.0000365,0.126,0.289,139.991,4
spotify:track:26aOnndLckt8uAsk6odL5n,"Ratchasa Maamaney","Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack)","Shreya Ghoshal,Palakad Sreeram,Mahesh Vinayakram",2022-09-07,289942,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:13:30Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop,tamil pop,kollywood,tamil dance","Tips Industries Ltd.",0.546,0.786,4,-9.486,1,0.212,0.349,0.00000135,0.109,0.434,99.798,3
spotify:track:5OotwkHgMpNYfsCwAOs4jP,"Private Party","Don (Original Motion Picture Soundtrack)","Anirudh Ravichander,Jonita Gandhi",2022-05-12,216774,45,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:13:37Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.861,0.886,10,-5.413,0,0.122,0.182,0.00000129,0.0559,0.898,124.031,4
spotify:track:6XYQvYJzHjK5150Vl7NKfJ,"","","",0000,0,0,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:14:05Z,"","",0.625,0.34,6,-10.754,1,0.0371,0.655,0.00000128,0.137,0.396,139.982,4
spotify:track:2ZqzELrxZZyeTPSR7GZBH4,"Yaar Azhaippadhu","Maara (Original Motion Picture Soundtrack)","Ghibran,Sid Sriram",2021-01-01,250325,61,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:14:35Z,"devotional,tamil pop,kollywood,tollywood,telugu pop","Think Music",0.626,0.525,10,-7.417,1,0.0338,0.675,0,0.0645,0.45,114.921,3
spotify:track:3xuuPVnhC5YPBdpKgl8Nfo,"Mere Jaan","Sardar (Original Motion Picture Soundtrack)","G. V. Prakash,Nakash Aziz",2022-10-19,259851,28,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:16:04Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,bollywood,desi,telugu pop,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.751,0.646,10,-9.662,0,0.347,0.501,0.00000508,0.389,0.892,135.972,4
spotify:track:4jzHsryAHTiEExy21bJfZk,"Missing Me","Mahaan (Original Motion Picture Soundtrack)","Santhosh Narayanan,Dhruv Vikram",2022-02-09,181354,51,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:18:25Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood,telugu pop,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.66,0.75,1,-5.511,1,0.408,0.198,0.0000024,0.126,0.537,77.515,4
spotify:track:1L5jOr4vqumGibHTQtVwWq,"Maacho","Mersal (Original Motion Picture Soundtrack)","A.R. Rahman,Sid Sriram,Shweta Mohan",2017-08-20,275955,57,false,kavfd5l8a0zs4wrkp4zrckcv9,2023-02-26T08:20:14Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tollywood,telugu pop,malayalam pop,mollywood","Sony Music Entertainment India Pvt. Ltd.",0.821,0.55,7,-7.504,1,0.0675,0.0134,0.000801,0.122,0.737,128.052,4
